NAME,NSC,SMILES
Fluorodopan,73754,CC1=C(C(=O)NC(=O)N1)N(CCF)CCCl
"1,9-Pyrazoloanthrone",755773,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
Procarbazine hydrochloride,77213,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
Lomustine,79037,C1CCC(CC1)NC(=O)N(CCCl)N=O
Daunoblastin,82151,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl
Daunoblastin,83142,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl
Tritylcysteine,83265,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)SCC(C(=O)O)N
Zanosar,85998,CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
8-Hydroxy-7-(6-sulfo-naphthalen-2-ylazo)-quinoline-5-sulfonic acid,87877,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O
Calusterone,88536,CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C
Estramustine,89201,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
Vinleurosine sulfate,90636,CCC12CN3CCC4=C(C(CC(C3)C1O2)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)NC1=CC=CC=C41.OS(=O)(=O)O
Camptothecin,94600,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
"Camptothecin, acetate",95382,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)OC(=O)C
Semustine,95441,CC1CCC(CC1)NC(=O)N(CCCl)N=O
"1-(2-Chloroethyl)-3-(2,6-dioxo-3-piperidyl)-1-nitrosourea",95466,C1CC(=O)NC(=O)C1NC(=O)N(CCCl)N=O
"Hydrazinecarbothioamide, 2-[(3-hydroxy-2-pyridinyl)methylene]-",95678,C1=CC(=C(N=C1)C=NNC(=S)N)O
Camptothecine sodium,100880,CCC(C1=C(C(=O)N2CC3=CC4=CC=CC=C4N=C3C2=C1)CO)(C(=O)O)O.[Na+]
Improsulfan hydrochloride,102627,CS(=O)(=O)OCCCNCCCOS(=O)(=O)C.Cl
"1,3,5-Triazin-2(1H)-one, 4-amino-1-beta-D-ribofuranosyl-",102816,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
Dibromdulcitol,104800,C(C(C(C(C(CBr)O)O)O)O)Br
5-(6-Amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol,105014,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
Deoxycamptothecin,105132,CCC1C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2
10-Hydroxycamptothecin,107124,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
5-Hydroxypicolinaldehyde thiosemicarbazone,107392,C1=CC(=NC=C1O)C=NNC(=S)N
Ifosfamide,109724,C1CN(P(=O)(OC1)NCCCl)CCCl
Carbendazim,109874,COC(=O)NC1=NC2=CC=CC=C2N1
N-Acetyl-DL-cysteine,111180,CC(=O)NC(CS)C(=O)O
10-Methoxycamptothecin,111533,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)OC)O
DL-Amethopterin,757113,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",118218,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",124463,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
Inosine dialdehyde,118994,C1=NC2=C(C(=O)N1)N=CN2C(C=O)OC(CO)C=O
Tretinoin,122758,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Veham-Sandoz,122819,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
Adriblastin,123127,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
Adriblastin,256942,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
Blenoxane (TN) (Bristol Meyers),125066,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
Paclitaxel,125973,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Dichloroallyl lawsone,126771,C1=CC=C2C(=C1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)O
"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",127716,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
Mycophenolic acid,129185,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
Mycophenolic acid,757424,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
Dianhydrodulcitol,132313,C1C(O1)C(C(C2CO2)O)O
"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",132483,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C=C3)Cl)C(=O)NC(CC(=O)O)C(=O)O
"Aspartic acid,4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, monohydrate, L-",134033,C1=CC2=C(C=C1CNC3=CC(=C(C=C3)C(=O)NC(CC(=O)O)C(=O)O)Cl)C(=NC(=N2)N)N
Carboquone,134679,CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3
"Mitomycin C, K-35 deriv.",134727,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)NCCO)OC)N4)N
Piperazinedione 593A,135758,C1CC(NCC1Cl)C2C(=O)NC(C(=O)N2)C3CCC(CN3)Cl.Cl
Bendamustine hydrochloride,138783,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Triazinate,139105,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCC3=CC(=CC=C3)C(=O)N(C)C)Cl)N)N)C
Vepesid J,141540,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
Amsacrine hydrochloride,141549,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl
Omacetaxine mepesuccinate,141633,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
Omacetaxine mepesuccinate,758253,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
"Aureolic acid, magnesium salt",143020,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)O)(C)O)O)C(=C4C(=C3C)O)O)O)O.[Mg+2]
4-Hydroxy-3-beta-D-ribofuranosylpyrazole-5-carboxamide,143095,C(C1C(C(C(O1)C2=NNC(=C2O)C(=O)N)O)O)O
"2,2'-Cyclocytidine hydrochloride",145668,C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl
"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",148958,C1CC(OC1)N2C=C(C(=O)NC2=O)F
Maytansin,153858,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)N(C)C(=O)C)C)C)OC)(NC(=O)O2)O
Amsacrine mesylate,154948,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O
Amsacrine mesylate,156303,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O
"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-",157035,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
Triptolide,163062,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
Acivicin,163501,C1C(ON=C1Cl)C(C(=O)O)N
Zorubicin hydrochloride,164011,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O.Cl
Asaley,167780,CCOC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)N(CCCl)CCCl)NC(=O)C
Dexrazoxane,169780,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
Spiromustine,172112,C1CCC2(CC1)C(=O)N(C(=O)N2)CCN(CCCl)CCCl
"2-({4-[(2,4-Diamino-pteridin-6-ylmethyl)-methyl-amino]-naphthalene-1-carbonyl}-amino)-pentanedioic acid",174121,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C4=CC=CC=C43)C(=O)NC(CCC(=O)O)C(=O)O
Elesclomol,174939,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
9-Methoxycamptothecin,176323,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5OC)N=C4C3=C2)O
Chlorozotocin,178248,C(CCl)N(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
Niclosamide,178296,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
Niclosamide,758440,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",179940,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-]
"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",207895,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-]
Tamoxifen citrate,180973,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Diaziquone,182986,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3
"2-[[4-[(2,4-Diamino-5-ethylquinazolin-6-yl)methylamino]benzoyl]amino]butanedioic acid",184692,CCC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC=C(C=C3)C(=O)NC(CC(=O)O)C(=O)O
Thiocolchicine,186301,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC
CO-Vidarabine,218321,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
Wortmannin,221019,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
Sodium;2-[(2-phosphonoacetyl)amino]butanedioic acid,224131,C(C(C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O.[Na+]
"23,1-c][1,4]oxaazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone, 9,10,12,13,14,21,22,23,24, 25,26,27,32,33,34,34a-hexadecahydro-9,27-dihydroxy-3-[2-(4-hydroxy-3-methoxycyclohexyl)-1-methylethyl]-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-, [3S-[3R*[S* (1R*,3S*,4S*)],6S*,7E,9S*,10S*,12S*,14R*,15E,17E,19E,21R*, 23R*,26S*,27S*,34aR*]]-",226080,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
Carboplatin,241240,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
N-Trifluoroacetyladriamycin-14-valerate,246131,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
7-Chlorocamptothecin,249910,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)Cl)O
Amsacrine,249992,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
C.I. Natural Red 20,252844,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
"[(4E,6Z)-19-amino-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",255109,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)N)C)OC)OC(=O)N)C)C)O)OC
"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",256439,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
ab-Dichloro-ce-dihydroxy-df-bis(isopropylamine)platinum,256927,CC(C)[NH-].CC(C)[NH-].O.O.Cl[Pt+2]Cl
Elliptinium acetate,264137,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C)C.CC(=O)[O-]
"NSC 26480 (5,6-dihydro-5-azacytidine)",264880,C1N=C(NC(=O)N1C2C(C(C(O2)CO)O)O)N.Cl
Eloxatin (TN) (Sanofi Synthelab),266046,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+4]
4'-Deoxydoxorubicin hydrochloride,267469,CC1CC(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N.Cl
"N,N-Dibenzyldaunorubicin hydrochloride",268242,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N(CC6=CC=CC=C6)CC7=CC=CC=C7)O.Cl
Menogaril,269148,CC1(CC(C2=C(C3=C(C=C2C1)C(=O)C4=C5C(=CC(=C4C3=O)O)C6(C(C(C(C(O5)O6)O)N(C)C)O)C)O)OC)O
Carboxyphthalato platinum,271674,C1CCC(C(C1)[NH-])[NH-].C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O.[Pt+2]
Bleomycin pep-CU (formerly),276382,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCNC(C)C7=CC=CC=C7)O.OS(=O)(=O)O
Mitoxantrone,279836,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
"1,4,5,6,8-Pentaazaacenaphthylen-3-amine",280594,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)COP(=O)(O)O)O)O)C(=N1)N
Dimethane sulfonate,281612,CC1=C(C=CC(=C1)N(CCOS(=O)(=O)C)CCOS(=O)(=O)C)C=O
1-beta-D-Arabinofuranosylcytosine,287459,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
"Morpholine, 4-[(3,4,12,14-tetrahydro-4-hydroxy-11-methoxy-3,14-dioxo-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinolin-4-yl)acetyl]-",295499,COC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC(=O)N5CCOCC5)O)C2=NC6=CC=CC=C61
"Methyl 2-(19-hydroxy-10-methoxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-19-yl)acetate",295500,COC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC(=O)OC)O)C2=NC5=CC=CC=C51
"4-Ethyl-4-hydroxy-10-methoxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione-, (S)-",295501,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)OC)O
Triglycidyl isocyanurate,296934,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4
"Octanoic acid,3aR,4S,6S,6aR,7S,8S,9bS)-6-(acetyloxy)-2,3,3a,4,5,6,6a,7,8,9b-decahydro-3,3a-dihydroxy-3,6,9-trimethyl-8-[[(2Z)-2-methyl-1-oxo-2-butenyl]oxy]-2-oxo-4-(1-oxobutoxy)azuleno[4,5-b]furan-7-yl ester",299933,CCCCCCCC(=O)OC1C2C(=C(C1OC(=C)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O
"1,4-Dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione hydrochloride",301739,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl
(+)-Camptothecin,302991,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
"Aphidicolin glycinate, hydrochloride",303812,CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(COC(=O)CN)O)(C)CO)O.Cl
Amonafide,308847,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
Amonafide,758251,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
Fludara,312887,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
"2,3-Dimethoxy-6-methyl-5H-(1,3)dioxolo(4',5':5,6)indeno(1,2-c)isoquinoline-5,12(6H)-dione",314622,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=O)C4=CC5=C(C=C42)OCO5
N'-(1-(Pyridin-2-yl)ethylidene)azetidine-1-carbothiohydrazide,319726,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2
Colchicine deriv,320301,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)C(F)(F)F)OC)OC
Daniquidone,320846,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43
Malformin A,324646,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)C)NC2=O
l-Buthionine sulfoximine,326231,CCCCS(=N)(=O)CCC(C(=O)O)N
"8,9-Dimethoxycamptothecin",328410,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=C(C(=CC5=C4)OC)OC)O
Hepsulfam,329680,C(CCCOS(=O)(=O)N)CCCOS(=O)(=O)N
"[(4E,6Z,10Z)-20,22-dihydroxy-13,14,17-trimethoxy-4,8,10,12,16-pentamethyl-3-oxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18(22),19-hexaen-9-yl] carbamate",330500,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=CC(=C2O)C1OC)O)C)C)OC(=O)N)C)C)OC)OC
Tanespimycin,330507,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC
